transaction_id,customer_id,transaction_date,transaction_amount,product_id,channel,transaction_status,is_fraud
27,2,2025-06-22 00:00:00,1989.86,P3,Mobile App,Success,0
40,2,2025-06-23 00:00:00,1346.98,P8,POS,Success,0
33,2,2025-06-24 00:00:00,931.25,P10,POS,Success,0
46,3,2025-01-05 00:00:00,2545.44,P6,Web,Success,0
49,3,2025-01-22 00:00:00,1478.26,P7,Web,Success,0
50,3,2025-01-28 00:00:00,2571.15,P1,Mobile App,Success,0
45,3,2025-02-09 00:00:00,2032.29,P7,Mobile App,Failed,0
43,3,2025-02-22 00:00:00,1834.36,P1,Web,Success,0
47,3,2025-02-23 00:00:00,1619.74,P6,Mobile App,Success,0
44,3,2025-03-05 00:00:00,1997.98,P4,POS,Failed,0
42,3,2025-03-19 00:00:00,2045.37,P3,POS,Success,0
48,3,2025-04-26 00:00:00,1492.58,P8,Mobile App,Success,0
52,4,2025-01-03 00:00:00,1575.36,P2,Web,Success,0
56,4,2025-01-25 00:00:00,995.69,P1,POS,Success,0
63,4,2025-02-07 00:00:00,1566.74,P5,Web,Success,0
61,4,2025-02-21 00:00:00,1265.42,P4,POS,Success,0
59,4,2025-03-10 00:00:00,1155.98,P1,Mobile App,Success,0
60,4,2025-03-17 00:00:00,595.99,P2,Web,Success,0
51,4,2025-04-01 00:00:00,1403.86,P10,Web,Success,0
62,4,2025-04-03 00:00:00,1585.08,P6,Web,Success,0
58,4,2025-04-15 00:00:00,762.17,P8,POS,Success,0
53,4,2025-04-18 00:00:00,1837.79,P2,Web,Success,0
57,4,2025-04-25 00:00:00,1263.48,P4,Mobile App,Success,0
54,4,2025-05-01 00:00:00,975.95,P6,Mobile App,Success,0
55,4,2025-05-01 00:00:00,1369.59,P2,Web,Success,0
85,5,2025-01-08 00:00:00,438.73,P8,Web,Success,0
79,5,2025-01-23 00:00:00,421.23,P4,POS,Success,0
81,5,2025-01-23 00:00:00,601.63,P3,Web,Success,0
80,5,2025-02-12 00:00:00,446.1,P4,Web,Success,0
77,5,2025-02-14 00:00:00,380.81,P5,Mobile App,Success,0
83,5,2025-02-15 00:00:00,518.5,P5,Mobile App,Success,0
68,5,2025-02-17 00:00:00,500.07,P8,POS,Success,0
88,5,2025-02-21 00:00:00,491.81,P6,Web,Success,0
86,5,2025-02-23 00:00:00,609.41,P5,Mobile App,Success,0
82,5,2025-03-04 00:00:00,458.98,P9,Web,Failed,0
78,5,2025-03-24 00:00:00,692.51,P6,Web,Success,0
66,5,2025-03-26 00:00:00,552.55,P3,POS,Success,0
89,5,2025-03-27 00:00:00,740.33,P1,Mobile App,Success,0
74,5,2025-04-01 00:00:00,465.96,P4,POS,Success,0
70,5,2025-04-20 00:00:00,303.46,P1,Web,Success,0
73,5,2025-04-25 00:00:00,535.92,P8,Web,Success,0
69,5,2025-05-14 00:00:00,451.34,P2,Mobile App,Success,0
65,5,2025-05-19 00:00:00,609.0,P3,Web,Success,0
67,5,2025-05-20 00:00:00,374.29,P10,Mobile App,Failed,0
84,5,2025-05-23 00:00:00,550.73,P2,POS,Success,0
75,5,2025-05-26 00:00:00,435.05,P8,Mobile App,Success,0
76,5,2025-06-01 00:00:00,331.21,P10,Mobile App,Success,0
64,5,2025-06-04 00:00:00,393.1,P5,Phone,Success,0
87,5,2025-06-07 00:00:00,405.34,P4,POS,Success,0
71,5,2025-06-18 00:00:00,576.89,P3,Web,Success,0
72,5,2025-06-21 00:00:00,451.9,P4,Web,Success,0
95,6,2025-01-29 00:00:00,252.52,P7,Web,Success,0
91,6,2025-02-06 00:00:00,303.52,P9,Web,Success,0
108,6,2025-02-06 00:00:00,407.82,P7,Mobile App,Success,0
112,6,2025-02-21 00:00:00,306.57,P2,Mobile App,Success,0
102,6,2025-02-27 00:00:00,353.09,P8,Web,Success,0
90,6,2025-03-06 00:00:00,221.03,P4,Web,Failed,0
94,6,2025-03-15 00:00:00,249.53,P9,Mobile App,Success,0
99,6,2025-03-21 00:00:00,377.5,P5,Web,Success,0
105,6,2025-04-01 00:00:00,516.47,P3,Mobile App,Success,0
104,6,2025-04-04 00:00:00,306.84,P10,POS,Failed,0
107,6,2025-04-07 00:00:00,267.98,P6,Mobile App,Success,0
111,6,2025-04-19 00:00:00,549.65,P9,Mobile App,Success,0
100,6,2025-04-20 00:00:00,280.2,P10,Web,Success,0
98,6,2025-04-22 00:00:00,401.96,P5,POS,Success,0
110,6,2025-05-25 00:00:00,433.23,P1,POS,Success,0
109,6,2025-05-26 00:00:00,417.81,P4,Mobile App,Success,0
96,6,2025-06-03 00:00:00,466.96,P2,Mobile App,Success,0
92,6,2025-06-05 00:00:00,405.62,P1,Web,Success,0
106,6,2025-06-11 00:00:00,322.38,P8,Web,Success,0
93,6,2025-06-18 00:00:00,353.17,P10,POS,Success,0
101,6,2025-06-18 00:00:00,395.44,P9,Web,Success,0
103,6,2025-06-19 00:00:00,418.33,P1,Web,Success,0
97,6,2025-06-25 00:00:00,312.19,P3,Web,Success,0
150,7,2025-01-13 00:00:00,1956.98,P1,Mobile App,Success,0
125,7,2025-01-26 00:00:00,2334.26,P10,Web,Success,0
118,7,2025-01-29 00:00:00,1945.64,P1,Web,Success,0
135,7,2025-01-31 00:00:00,2114.07,P7,Web,Success,0
143,7,2025-02-01 00:00:00,2276.86,P5,Mobile App,Success,0
121,7,2025-02-02 00:00:00,1794.12,P6,POS,Success,0
129,7,2025-02-04 00:00:00,2075.05,P2,POS,Success,0
138,7,2025-02-14 00:00:00,1882.7,P9,POS,Success,0
123,7,2025-03-04 00:00:00,2021.92,P8,Mobile App,Success,0
151,7,2025-03-06 00:00:00,1905.55,P4,Web,Success,0
140,7,2025-03-10 00:00:00,2341.82,P1,Mobile App,Success,0
126,7,2025-03-12 00:00:00,1503.61,P2,POS,Success,0
127,7,2025-03-12 00:00:00,1774.44,P4,Web,Success,0
148,7,2025-03-14 00:00:00,1465.53,P9,POS,Success,0
122,7,2025-03-20 00:00:00,1836.07,P3,POS,Success,0
145,7,2025-03-20 00:00:00,3403.74,P7,Phone,Success,0
132,7,2025-03-29 00:00:00,1339.74,P5,POS,Success,0
116,7,2025-04-04 00:00:00,2301.47,P6,Web,Success,0
114,7,2025-04-15 00:00:00,1778.51,P7,Phone,Success,0
124,7,2025-04-15 00:00:00,979.28,P10,POS,Success,0
119,7,2025-04-22 00:00:00,1616.26,P5,Web,Success,0
131,7,2025-04-24 00:00:00,2285.7,P3,Mobile App,Success,0
134,7,2025-04-28 00:00:00,2417.26,P2,Mobile App,Success,0
139,7,2025-04-28 00:00:00,1952.72,P6,Phone,Success,0
133,7,2025-05-04 00:00:00,1556.65,P8,Mobile App,Success,0
137,7,2025-05-04 00:00:00,2276.37,P9,POS,Success,0
120,7,2025-05-14 00:00:00,2137.99,P3,Mobile App,Failed,0
147,7,2025-05-15 00:00:00,2533.82,P9,Phone,Success,0
136,7,2025-05-20 00:00:00,869.55,P1,Web,Success,0
130,7,2025-05-21 00:00:00,2187.36,P8,Mobile App,Success,0
141,7,2025-05-24 00:00:00,2146.81,P1,Web,Success,0
146,7,2025-05-27 00:00:00,2794.36,P2,Mobile App,Success,0
142,7,2025-05-30 00:00:00,1825.39,P5,Mobile App,Success,0
113,7,2025-06-03 00:00:00,1995.42,P4,Mobile App,Success,0
149,7,2025-06-15 00:00:00,1973.51,P5,Mobile App,Success,0
144,7,2025-06-18 00:00:00,1663.46,P10,Mobile App,Success,0
128,7,2025-06-20 00:00:00,2141.6,P5,POS,Success,0
117,7,2025-06-22 00:00:00,1280.61,P9,POS,Success,0
115,7,2025-06-25 00:00:00,1970.31,P4,Mobile App,Failed,0
173,8,2025-01-11 00:00:00,1290.51,P10,POS,Success,0
176,8,2025-01-11 00:00:00,2381.42,P3,Mobile App,Success,0
162,8,2025-01-14 00:00:00,2908.13,P9,POS,Success,0
154,8,2025-01-19 00:00:00,1528.31,P6,Web,Success,0
155,8,2025-01-19 00:00:00,1220.27,P1,Web,Success,0
178,8,2025-01-21 00:00:00,1937.61,P7,Mobile App,Success,0
167,8,2025-01-25 00:00:00,1396.82,P9,Mobile App,Success,0
164,8,2025-01-28 00:00:00,889.95,P9,Mobile App,Success,0
180,8,2025-01-29 00:00:00,3109.65,P7,Mobile App,Failed,0
156,8,2025-02-02 00:00:00,2247.58,P6,Web,Success,0
153,8,2025-02-06 00:00:00,1580.56,P1,POS,Success,0
175,8,2025-02-14 00:00:00,1749.27,P8,POS,Success,0
163,8,2025-02-20 00:00:00,2329.31,P6,POS,Success,0
159,8,2025-03-06 00:00:00,1290.37,P5,Mobile App,Success,0
166,8,2025-03-09 00:00:00,2679.81,P8,Mobile App,Success,0
185,8,2025-03-10 00:00:00,2889.28,P5,Phone,Success,0
161,8,2025-03-19 00:00:00,3235.81,P8,Web,Success,0
170,8,2025-03-20 00:00:00,1639.6,P5,Mobile App,Success,0
179,8,2025-03-24 00:00:00,1891.46,P9,Web,Success,0
174,8,2025-03-31 00:00:00,2378.0,P6,POS,Failed,0
168,8,2025-04-04 00:00:00,1730.09,P3,POS,Success,0
165,8,2025-04-14 00:00:00,2915.03,P3,POS,Failed,0
181,8,2025-04-21 00:00:00,2855.58,P2,Mobile App,Success,0
186,8,2025-04-26 00:00:00,2818.31,P4,Mobile App,Success,0
152,8,2025-04-30 00:00:00,1710.13,P3,Mobile App,Success,0
182,8,2025-05-01 00:00:00,1700.51,P9,Mobile App,Success,0
169,8,2025-05-12 00:00:00,1846.37,P8,Mobile App,Success,0
187,8,2025-05-14 00:00:00,2037.77,P4,Web,Success,0
183,8,2025-05-29 00:00:00,2177.22,P6,Mobile App,Success,0
171,8,2025-06-05 00:00:00,2118.45,P5,Mobile App,Success,0
158,8,2025-06-06 00:00:00,2482.9,P9,Mobile App,Failed,0
160,8,2025-06-09 00:00:00,2048.84,P4,Web,Success,0
177,8,2025-06-11 00:00:00,2664.42,P8,POS,Success,0
157,8,2025-06-14 00:00:00,2692.83,P10,Web,Success,0
184,8,2025-06-19 00:00:00,3017.58,P4,Web,Success,0
172,8,2025-06-27 00:00:00,2157.46,P10,Web,Failed,0
195,9,2025-01-16 00:00:00,832.68,P2,POS,Success,0
213,9,2025-01-20 00:00:00,1035.16,P3,Mobile App,Success,0
215,9,2025-01-29 00:00:00,1061.12,P7,Web,Success,0
197,9,2025-02-07 00:00:00,539.75,P4,Web,Failed,0
204,9,2025-02-15 00:00:00,833.03,P6,Mobile App,Success,0
214,9,2025-02-17 00:00:00,886.04,P3,Web,Success,0
209,9,2025-02-22 00:00:00,780.66,P4,Mobile App,Success,0
196,9,2025-02-25 00:00:00,1181.16,P7,Web,Failed,0
189,9,2025-03-03 00:00:00,985.82,P2,POS,Success,0
201,9,2025-03-08 00:00:00,1279.71,P9,POS,Success,0
200,9,2025-03-17 00:00:00,962.24,P10,Mobile App,Failed,0
202,9,2025-03-17 00:00:00,658.57,P8,Mobile App,Success,0
205,9,2025-03-26 00:00:00,1136.47,P2,Web,Success,0
194,9,2025-03-30 00:00:00,878.99,P6,Web,Success,0
212,9,2025-04-06 00:00:00,784.82,P10,POS,Success,0
198,9,2025-04-14 00:00:00,703.92,P9,Mobile App,Success,0
199,9,2025-04-14 00:00:00,685.69,P6,Mobile App,Success,0
211,9,2025-04-16 00:00:00,987.4,P1,Mobile App,Success,0
193,9,2025-04-26 00:00:00,710.43,P4,Phone,Success,0
192,9,2025-05-02 00:00:00,934.52,P6,Mobile App,Success,0
203,9,2025-05-10 00:00:00,974.17,P3,POS,Success,0
207,9,2025-05-26 00:00:00,868.04,P6,Web,Success,0
208,9,2025-05-26 00:00:00,966.73,P10,POS,Success,0
188,9,2025-06-02 00:00:00,885.82,P8,Mobile App,Success,0
190,9,2025-06-14 00:00:00,1114.22,P4,Mobile App,Success,0
210,9,2025-06-17 00:00:00,701.22,P1,Web,Success,0
191,9,2025-06-21 00:00:00,492.27,P8,POS,Success,0
206,9,2025-06-24 00:00:00,733.58,P9,POS,Success,0
219,10,2025-01-02 00:00:00,1250.76,P1,POS,Success,0
218,10,2025-01-14 00:00:00,1267.84,P5,Mobile App,Success,0
216,10,2025-02-02 00:00:00,2094.06,P8,POS,Success,0
237,10,2025-02-09 00:00:00,1484.23,P6,Mobile App,Success,0
234,10,2025-02-11 00:00:00,2086.98,P10,POS,Success,0
236,10,2025-02-26 00:00:00,1974.94,P2,Phone,Success,0
235,10,2025-02-28 00:00:00,1695.83,P7,Mobile App,Success,0
224,10,2025-03-02 00:00:00,2294.06,P4,Mobile App,Success,0
228,10,2025-03-05 00:00:00,1973.4,P10,POS,Success,0
229,10,2025-03-08 00:00:00,1111.2,P8,Mobile App,Success,0
220,10,2025-03-14 00:00:00,2585.99,P4,Web,Success,0
223,10,2025-03-15 00:00:00,1767.91,P8,Web,Success,0
227,10,2025-03-24 00:00:00,1887.04,P4,Phone,Success,0
230,10,2025-03-29 00:00:00,2165.08,P8,Web,Success,0
233,10,2025-04-30 00:00:00,1208.62,P4,Mobile App,Success,0
226,10,2025-05-01 00:00:00,2556.97,P1,Web,Success,0
222,10,2025-05-15 00:00:00,866.23,P10,Web,Success,0
232,10,2025-05-21 00:00:00,1969.03,P5,POS,Success,0
221,10,2025-05-31 00:00:00,1914.86,P6,POS,Success,0
238,10,2025-06-02 00:00:00,1557.79,P5,Web,Success,0
231,10,2025-06-04 00:00:00,1968.18,P1,Mobile App,Success,0
217,10,2025-06-07 00:00:00,2431.79,P10,Web,Success,0
225,10,2025-06-23 00:00:00,248.45,P1,Phone,Success,0
254,11,2025-01-17 00:00:00,2713.4,P8,Mobile App,Success,0
247,11,2025-01-24 00:00:00,1999.3,P2,Mobile App,Success,0
239,11,2025-02-22 00:00:00,2271.63,P1,Mobile App,Success,0
241,11,2025-03-03 00:00:00,2781.36,P4,Web,Success,0
242,11,2025-04-01 00:00:00,2145.69,P8,Mobile App,Success,0
245,11,2025-04-03 00:00:00,2869.86,P7,Phone,Failed,0
249,11,2025-04-20 00:00:00,3145.85,P4,Web,Success,0
251,11,2025-04-20 00:00:00,2522.88,P6,Web,Success,0
244,11,2025-05-07 00:00:00,2377.0,P1,Web,Success,0
250,11,2025-05-07 00:00:00,2660.94,P7,POS,Success,0
248,11,2025-05-08 00:00:00,3805.2,P1,Mobile App,Success,0
253,11,2025-05-09 00:00:00,3203.46,P5,Web,Success,0
243,11,2025-05-10 00:00:00,1866.06,P6,POS,Success,0
252,11,2025-05-10 00:00:00,2603.85,P10,Mobile App,Success,0
246,11,2025-06-01 00:00:00,2272.79,P6,Web,Success,0
240,11,2025-06-02 00:00:00,1646.43,P3,Web,Success,0
263,12,2025-01-21 00:00:00,2550.11,P4,POS,Success,0
275,12,2025-01-28 00:00:00,3399.21,P10,Mobile App,Failed,0
265,12,2025-02-10 00:00:00,1749.72,P10,Web,Success,0
255,12,2025-02-18 00:00:00,1319.18,P2,Mobile App,Success,0
276,12,2025-02-19 00:00:00,2402.09,P9,Phone,Success,0
262,12,2025-02-20 00:00:00,2688.31,P8,Mobile App,Success,0
266,12,2025-02-24 00:00:00,1609.42,P10,Mobile App,Success,0
256,12,2025-02-28 00:00:00,2420.16,P5,Web,Success,0
260,12,2025-02-28 00:00:00,2597.3,P1,Web,Success,0
258,12,2025-03-01 00:00:00,2214.1,P9,Mobile App,Success,0
259,12,2025-04-01 00:00:00,2305.56,P4,Web,Success,0
271,12,2025-04-10 00:00:00,2732.76,P10,Web,Success,0
273,12,2025-04-22 00:00:00,1727.73,P10,Web,Success,0
270,12,2025-05-04 00:00:00,1612.38,P10,Mobile App,Success,0
272,12,2025-05-09 00:00:00,1951.08,P7,Mobile App,Success,0
264,12,2025-05-24 00:00:00,1692.04,P3,POS,Success,0
277,12,2025-06-09 00:00:00,2305.77,P9,Web,Success,0
257,12,2025-06-11 00:00:00,3508.86,P5,POS,Success,0
274,12,2025-06-11 00:00:00,2802.66,P6,Web,Success,0
267,12,2025-06-23 00:00:00,2692.27,P7,Mobile App,Success,0
269,12,2025-06-27 00:00:00,2753.19,P5,Mobile App,Success,0
261,12,2025-06-29 00:00:00,2259.13,P3,Mobile App,Success,0
268,12,2025-06-29 00:00:00,2350.13,P1,Web,Success,0
305,13,2025-01-25 00:00:00,610.7,P10,Phone,Success,0
282,13,2025-01-31 00:00:00,362.89,P1,Mobile App,Success,0
288,13,2025-01-31 00:00:00,517.77,P7,Mobile App,Success,0
307,13,2025-01-31 00:00:00,694.47,P4,Web,Failed,0
295,13,2025-02-01 00:00:00,775.36,P9,Phone,Success,0
297,13,2025-02-01 00:00:00,518.9,P4,Web,Success,0
303,13,2025-02-06 00:00:00,592.01,P9,Web,Success,0
287,13,2025-02-14 00:00:00,476.36,P1,POS,Success,0
312,13,2025-02-16 00:00:00,315.09,P1,Web,Success,0
278,13,2025-02-17 00:00:00,189.68,P1,Web,Success,0
309,13,2025-02-20 00:00:00,393.37,P7,Web,Success,0
311,13,2025-03-07 00:00:00,673.33,P2,Mobile App,Success,0
293,13,2025-03-17 00:00:00,571.95,P8,Web,Success,0
296,13,2025-03-19 00:00:00,846.7,P4,Mobile App,Success,0
285,13,2025-03-21 00:00:00,530.89,P10,Mobile App,Success,0
289,13,2025-04-05 00:00:00,635.5,P6,Web,Success,0
310,13,2025-04-08 00:00:00,637.36,P9,Web,Success,0
306,13,2025-04-12 00:00:00,576.99,P10,Web,Success,0
284,13,2025-04-21 00:00:00,646.18,P7,Mobile App,Success,0
292,13,2025-04-23 00:00:00,475.08,P6,POS,Success,0
281,13,2025-04-25 00:00:00,680.33,P4,POS,Success,0
290,13,2025-04-30 00:00:00,790.08,P6,Mobile App,Success,0
280,13,2025-05-05 00:00:00,646.36,P9,Web,Failed,0
279,13,2025-05-13 00:00:00,608.45,P10,Mobile App,Success,0
314,13,2025-05-14 00:00:00,653.11,P4,Mobile App,Success,0
298,13,2025-05-16 00:00:00,718.73,P8,POS,Success,0
308,13,2025-05-18 00:00:00,550.11,P9,Mobile App,Success,0
299,13,2025-05-26 00:00:00,705.68,P5,Web,Success,0
301,13,2025-05-31 00:00:00,640.3,P5,Web,Success,0
294,13,2025-06-02 00:00:00,524.64,P1,Web,Failed,0
286,13,2025-06-03 00:00:00,606.02,P9,Web,Success,0
283,13,2025-06-04 00:00:00,915.8,P9,Web,Success,0
304,13,2025-06-04 00:00:00,769.83,P5,Web,Success,0
291,13,2025-06-06 00:00:00,328.32,P1,Web,Failed,0
300,13,2025-06-09 00:00:00,509.69,P10,Web,Success,0
313,13,2025-06-17 00:00:00,643.51,P7,Mobile App,Success,0
302,13,2025-06-20 00:00:00,761.68,P6,Phone,Success,0
315,13,2025-06-23 00:00:00,487.87,P1,Mobile App,Success,0
316,13,2025-06-29 00:00:00,414.72,P7,Web,Success,0
320,14,2025-01-10 00:00:00,2944.73,P7,Web,Success,0
333,14,2025-01-25 00:00:00,2611.78,P5,Mobile App,Success,0
345,14,2025-02-06 00:00:00,2480.35,P5,Web,Success,0
344,14,2025-02-07 00:00:00,3792.76,P9,Mobile App,Failed,0
338,14,2025-02-11 00:00:00,3373.26,P5,Web,Success,0
318,14,2025-02-12 00:00:00,3378.07,P2,Web,Success,0
329,14,2025-02-13 00:00:00,3396.28,P10,POS,Success,0
324,14,2025-02-18 00:00:00,3088.95,P8,Web,Success,0
330,14,2025-03-01 00:00:00,1731.12,P6,Web,Success,0
326,14,2025-03-05 00:00:00,1403.63,P2,Web,Success,0
332,14,2025-03-09 00:00:00,3222.42,P8,POS,Success,0
319,14,2025-03-31 00:00:00,3787.14,P6,Web,Failed,0
340,14,2025-04-05 00:00:00,3507.13,P1,POS,Success,0
331,14,2025-04-15 00:00:00,2113.55,P2,Mobile App,Success,0
335,14,2025-04-17 00:00:00,2335.97,P4,Web,Success,0
321,14,2025-04-18 00:00:00,4025.23,P10,Mobile App,Failed,0
323,14,2025-04-19 00:00:00,2729.42,P1,Mobile App,Success,0
325,14,2025-05-06 00:00:00,2478.93,P10,POS,Success,0
341,14,2025-05-20 00:00:00,2385.31,P5,Web,Failed,0
339,14,2025-05-25 00:00:00,2518.83,P3,POS,Success,0
327,14,2025-06-01 00:00:00,4544.57,P10,Mobile App,Success,0
342,14,2025-06-06 00:00:00,2184.12,P6,POS,Success,0
337,14,2025-06-15 00:00:00,2676.37,P10,Mobile App,Success,0
343,14,2025-06-15 00:00:00,3133.5,P1,Phone,Success,0
336,14,2025-06-16 00:00:00,2183.54,P7,Web,Success,0
317,14,2025-06-18 00:00:00,4309.79,P3,Web,Success,0
322,14,2025-06-19 00:00:00,2328.73,P9,Mobile App,Success,0
334,14,2025-06-19 00:00:00,1716.37,P9,POS,Success,0
328,14,2025-06-25 00:00:00,3895.53,P9,POS,Success,0
355,15,2025-01-11 00:00:00,1350.17,P5,Mobile App,Success,0
361,15,2025-01-11 00:00:00,1502.84,P9,Mobile App,Success,0
348,15,2025-01-19 00:00:00,988.31,P5,Mobile App,Success,0
347,15,2025-01-21 00:00:00,1013.71,P9,Mobile App,Success,0
349,15,2025-02-07 00:00:00,841.81,P9,Mobile App,Success,0
357,15,2025-02-18 00:00:00,1251.19,P9,Web,Success,0
346,15,2025-02-23 00:00:00,1314.47,P5,Web,Success,0
356,15,2025-02-23 00:00:00,1481.97,P7,Web,Success,0
352,15,2025-02-24 00:00:00,721.65,P1,Mobile App,Success,0
363,15,2025-02-27 00:00:00,1278.14,P6,Mobile App,Success,0
353,15,2025-03-12 00:00:00,1141.7,P10,Web,Success,0
358,15,2025-03-16 00:00:00,1210.88,P1,Mobile App,Success,0
351,15,2025-04-19 00:00:00,500.31,P1,Web,Success,0
359,15,2025-04-20 00:00:00,1317.13,P4,Mobile App,Success,0
362,15,2025-05-05 00:00:00,1280.61,P4,Mobile App,Success,0
364,15,2025-05-10 00:00:00,967.97,P6,Web,Success,0
360,15,2025-05-18 00:00:00,958.09,P1,Mobile App,Success,0
354,15,2025-05-27 00:00:00,950.03,P3,Mobile App,Success,0
350,15,2025-06-07 00:00:00,1219.79,P8,Mobile App,Success,0
366,16,2025-01-17 00:00:00,2125.48,P9,POS,Success,0
374,16,2025-02-10 00:00:00,2031.45,P9,POS,Success,0
368,16,2025-02-15 00:00:00,1818.27,P10,Web,Failed,0
370,16,2025-02-22 00:00:00,2243.26,P1,POS,Success,0
367,16,2025-02-25 00:00:00,2279.92,P3,Web,Success,0
373,16,2025-02-27 00:00:00,2073.09,P5,Mobile App,Success,0
372,16,2025-03-02 00:00:00,1618.47,P3,Web,Success,0
371,16,2025-03-14 00:00:00,1847.29,P3,Web,Success,0
369,16,2025-03-31 00:00:00,2056.55,P10,Mobile App,Success,0
365,16,2025-05-01 00:00:00,1645.84,P4,Web,Success,0
394,17,2025-01-08 00:00:00,961.83,P10,POS,Success,0
387,17,2025-01-12 00:00:00,1127.06,P8,POS,Success,0
396,17,2025-01-17 00:00:00,1223.44,P3,POS,Success,0
390,17,2025-01-21 00:00:00,756.91,P5,Web,Success,0
379,17,2025-02-10 00:00:00,1062.44,P6,Mobile App,Success,0
398,17,2025-02-10 00:00:00,858.06,P2,Web,Success,0
383,17,2025-02-15 00:00:00,941.43,P4,Mobile App,Success,0
376,17,2025-02-17 00:00:00,913.08,P8,Web,Success,0
378,17,2025-02-20 00:00:00,835.22,P8,Mobile App,Success,0
384,17,2025-03-27 00:00:00,946.81,P10,Web,Success,0
397,17,2025-04-01 00:00:00,1279.53,P8,Web,Success,0
392,17,2025-04-04 00:00:00,464.43,P3,Web,Success,0
389,17,2025-04-05 00:00:00,1349.09,P1,Mobile App,Success,0
399,17,2025-04-11 00:00:00,1006.48,P2,Mobile App,Success,0
385,17,2025-04-20 00:00:00,1303.28,P5,Mobile App,Success,0
388,17,2025-04-22 00:00:00,592.36,P9,Web,Success,0
386,17,2025-04-25 00:00:00,656.48,P2,Mobile App,Success,0
381,17,2025-04-28 00:00:00,759.05,P3,POS,Success,0
391,17,2025-04-29 00:00:00,1139.29,P2,Mobile App,Failed,0
377,17,2025-05-02 00:00:00,832.05,P7,Web,Success,0
395,17,2025-05-20 00:00:00,1299.46,P2,Web,Success,0
375,17,2025-05-21 00:00:00,903.91,P3,Web,Success,0
380,17,2025-06-16 00:00:00,787.3,P10,Web,Success,0
382,17,2025-06-19 00:00:00,882.57,P7,Web,Success,0
393,17,2025-06-28 00:00:00,852.57,P7,Phone,Success,0
403,18,2025-01-08 00:00:00,3102.34,P6,Web,Success,0
410,18,2025-02-15 00:00:00,2490.08,P1,Web,Success,0
409,18,2025-02-22 00:00:00,2811.7,P7,Mobile App,Success,0
400,18,2025-03-15 00:00:00,2660.68,P3,Mobile App,Success,0
404,18,2025-03-21 00:00:00,2774.08,P3,Web,Success,0
412,18,2025-03-31 00:00:00,3009.71,P2,Mobile App,Success,0
413,18,2025-03-31 00:00:00,3434.17,P1,Mobile App,Success,0
416,18,2025-04-09 00:00:00,2281.26,P4,Phone,Success,0
405,18,2025-04-14 00:00:00,2608.85,P8,Mobile App,Success,0
402,18,2025-04-17 00:00:00,1685.51,P8,Mobile App,Success,0
411,18,2025-04-17 00:00:00,2495.66,P4,POS,Failed,0
