customer_id,age,income,monthly_spend,contract_type,city,support_calls,churn
5139,54.0,82100.0,17.97,Month-to-month,Pune,3,0
5213,40.0,30500.0,63.27,One year,Mumbai,3,1
5082,28.0,,107.47,One year,Chennai,3,0
5281,26.0,70300.0,48.81,Month-to-month,Bengaluru,2,0
5344,39.0,29100.0,114.31,Two year,Mumbai,0,1
5099,35.0,40000.0,78.15,One year,Pune,2,1
5158,23.0,59500.0,63.42,One year,Mumbai,1,0
5326,48.0,67000.0,119.9,Month-to-month,Delhi,0,0
5225,38.0,45300.0,65.67,One year,,3,0
5241,22.0,65100.0,,Month-to-month,Bengaluru,5,1
5228,33.0,50200.0,130.47,Month-to-month,,0,1
5270,48.0,51400.0,57.81,Month-to-month,Mumbai,1,1
5027,39.0,17400.0,,Two year,Bengaluru,0,0
5154,36.0,42200.0,66.32,One year,Mumbai,0,0
5322,31.0,42900.0,96.97,One year,Bengaluru,2,1
5200,43.0,59900.0,105.77,Month-to-month,Bengaluru,2,0
5382,54.0,78400.0,77.29,One year,Mumbai,2,0
5335,39.0,53100.0,112.49,One year,Mumbai,0,1
5084,49.0,44000.0,94.07,One year,Delhi,5,1
5093,34.0,61400.0,60.74,Month-to-month,Mumbai,0,0
5046,35.0,64000.0,61.59,Month-to-month,Mumbai,0,0
5252,42.0,40200.0,72.05,One year,Bengaluru,0,1
5047,22.0,,41.54,One year,Bengaluru,3,1
5227,36.0,55300.0,49.72,One year,Chennai,0,0
5390,35.0,51400.0,37.77,Two year,Pune,2,0
5016,,85800.0,52.93,Two year,Chennai,1,0
5059,39.0,70200.0,,One year,Pune,1,0
5386,28.0,,10.0,Month-to-month,Pune,3,0
5285,51.0,48300.0,89.74,One year,Bengaluru,2,1
5060,25.0,61200.0,90.98,Month-to-month,Delhi,3,0
5357,60.0,67500.0,79.22,One year,Pune,2,0
5040,31.0,49600.0,120.97,Month-to-month,Chennai,4,1
5310,50.0,63800.0,94.55,Month-to-month,Pune,1,0
5026,49.0,,118.56,Month-to-month,Pune,3,1
5212,37.0,74500.0,52.21,One year,Mumbai,2,0
5085,46.0,,102.07,Month-to-month,Pune,4,1
5062,39.0,61900.0,41.37,Month-to-month,Delhi,2,1
5052,54.0,62100.0,79.37,Month-to-month,Bengaluru,0,0
5239,27.0,80300.0,38.98,Month-to-month,Bengaluru,1,0
5012,46.0,72800.0,87.91,Month-to-month,Mumbai,0,0
5018,53.0,74100.0,59.21,Two year,Bengaluru,2,0
5068,38.0,,76.3,One year,Delhi,2,1
5383,47.0,66000.0,77.21,One year,Pune,3,0
5392,36.0,51500.0,70.33,Two year,Bengaluru,6,0
5097,21.0,63400.0,90.64,One year,Pune,2,0
5069,38.0,76400.0,74.97,Month-to-month,Pune,1,0
5107,21.0,56100.0,46.16,Two year,Mumbai,0,0
5005,37.0,60500.0,79.52,Month-to-month,Chennai,1,1
5339,45.0,46900.0,96.13,Two year,Delhi,4,1
5103,36.0,46600.0,27.63,One year,Pune,1,0
5169,34.0,90400.0,65.33,Month-to-month,Chennai,2,1
5323,,37200.0,85.84,Month-to-month,Pune,2,0
5317,27.0,60700.0,65.75,Month-to-month,Pune,2,0
5375,25.0,53100.0,87.85,Two year,Bengaluru,2,1
5345,55.0,61800.0,59.11,Month-to-month,Delhi,3,0
5187,50.0,68400.0,89.66,Month-to-month,Mumbai,3,0
5389,32.0,92500.0,79.79,One year,Delhi,1,0
5135,23.0,50100.0,55.68,Month-to-month,Delhi,4,1
5094,28.0,73800.0,33.27,Month-to-month,Pune,1,0
5160,48.0,28300.0,106.58,Two year,Delhi,2,0
5237,62.0,85100.0,78.66,Month-to-month,Delhi,4,0
5214,31.0,53600.0,85.44,One year,Pune,3,1
5222,38.0,59800.0,83.61,One year,Chennai,2,0
5038,30.0,42600.0,121.59,Month-to-month,Chennai,5,1
5120,37.0,32100.0,63.61,Month-to-month,Pune,2,1
5125,54.0,76300.0,51.69,Month-to-month,,1,0
5164,29.0,31400.0,72.25,Two year,Mumbai,1,1
5112,28.0,60200.0,60.33,Two year,Bengaluru,2,0
5230,30.0,59000.0,87.62,Month-to-month,Pune,0,1
5167,29.0,75600.0,67.68,Month-to-month,Pune,4,0
5251,28.0,77100.0,69.26,One year,Pune,5,0
5003,18.0,54700.0,34.39,One year,Chennai,3,1
5096,42.0,57700.0,107.28,Month-to-month,Mumbai,1,0
5132,24.0,88700.0,,Month-to-month,Bengaluru,2,1
5024,38.0,61100.0,56.36,Month-to-month,Chennai,2,0
5004,58.0,66500.0,75.44,Month-to-month,Pune,0,0
5347,34.0,40800.0,43.33,Month-to-month,Delhi,2,0
5224,41.0,,44.19,One year,Pune,5,0
5029,29.0,32700.0,,Two year,Chennai,1,0
5291,,82500.0,75.04,One year,Bengaluru,3,1
5388,45.0,,58.81,One year,Bengaluru,4,0
5134,39.0,73900.0,69.26,Month-to-month,Delhi,1,0
5360,32.0,68100.0,55.48,Month-to-month,Bengaluru,0,0
5287,30.0,77100.0,20.5,One year,Chennai,6,0
5199,30.0,,33.03,Month-to-month,Bengaluru,2,0
5143,32.0,24900.0,71.45,Month-to-month,Delhi,2,1
5378,47.0,75200.0,77.64,One year,Mumbai,2,0
5276,29.0,71900.0,85.75,One year,Chennai,7,1
5157,56.0,108300.0,97.24,Two year,Pune,3,0
5249,,46100.0,101.6,One year,Mumbai,4,0
5343,32.0,38900.0,66.1,One year,Mumbai,3,1
5282,31.0,34300.0,68.69,Month-to-month,Chennai,3,1
5146,,48400.0,42.7,Month-to-month,Mumbai,1,0
5279,38.0,78600.0,94.21,Month-to-month,Delhi,3,0
5086,37.0,73800.0,83.81,Month-to-month,Delhi,1,1
5155,51.0,59600.0,77.86,Month-to-month,Mumbai,1,0
5175,43.0,48600.0,97.43,Month-to-month,Pune,2,0
5278,39.0,47800.0,39.1,Month-to-month,Mumbai,6,1
5117,53.0,96600.0,62.52,Two year,Pune,2,0
5182,45.0,78200.0,61.91,Month-to-month,Pune,2,1
5080,33.0,37000.0,64.04,One year,Mumbai,1,0
5198,42.0,15100.0,92.59,One year,Chennai,2,0
5075,36.0,57800.0,21.89,Two year,Chennai,3,0
5041,40.0,15500.0,72.31,Month-to-month,Delhi,4,1
5351,33.0,37200.0,,Two year,Pune,1,0
5374,41.0,111800.0,51.84,Month-to-month,Bengaluru,1,0
5399,24.0,41300.0,,One year,Mumbai,5,0
5163,37.0,63000.0,49.59,Month-to-month,Delhi,2,1
5387,34.0,,55.91,Month-to-month,Delhi,4,0
5129,18.0,60200.0,51.66,Month-to-month,Chennai,1,0
5021,46.0,,74.22,Month-to-month,Chennai,1,0
5294,31.0,42300.0,10.0,Month-to-month,Bengaluru,1,0
5262,26.0,65800.0,72.97,One year,Bengaluru,1,0
5311,35.0,49900.0,97.93,Month-to-month,Pune,2,1
5337,47.0,68900.0,62.44,Month-to-month,Pune,0,0
5235,34.0,92600.0,52.09,Month-to-month,Delhi,2,0
5368,42.0,15000.0,97.43,Two year,Chennai,1,1
5248,36.0,42100.0,88.65,Two year,Pune,2,0
5380,34.0,61100.0,37.71,One year,Delhi,0,0
5035,44.0,53400.0,98.66,Month-to-month,Delhi,2,0
5297,38.0,24100.0,82.3,Month-to-month,Delhi,3,1
5365,34.0,51000.0,50.01,Month-to-month,Mumbai,1,0
5070,33.0,53200.0,63.47,Two year,Delhi,1,0
5088,51.0,51900.0,87.99,One year,Chennai,1,0
5098,37.0,53700.0,97.29,One year,Bengaluru,2,1
5115,36.0,65000.0,92.3,One year,Chennai,1,1
5292,21.0,65900.0,62.56,Two year,Bengaluru,2,0
5346,66.0,84500.0,95.68,One year,Chennai,1,0
5210,21.0,85900.0,19.99,One year,Pune,1,1
5197,46.0,50500.0,83.07,One year,Delhi,2,1
5355,47.0,56300.0,71.05,One year,Delhi,3,0
5168,43.0,46400.0,88.9,One year,Mumbai,1,0
5376,33.0,63600.0,56.41,One year,Pune,2,0
5105,25.0,83200.0,65.4,One year,Pune,0,0
5321,25.0,104300.0,91.84,Month-to-month,Pune,3,0
5010,48.0,72400.0,31.85,Month-to-month,Chennai,2,1
5130,20.0,44700.0,18.44,One year,Pune,3,0
5396,38.0,,,Month-to-month,Pune,0,0
5078,55.0,57900.0,77.61,Month-to-month,Bengaluru,2,0
5193,47.0,48700.0,33.67,One year,Delhi,0,0
5153,33.0,63800.0,80.12,One year,Chennai,6,1
5055,52.0,51000.0,67.82,One year,Chennai,0,0
5020,,72100.0,56.37,Month-to-month,Delhi,2,0
5379,45.0,46400.0,56.27,Month-to-month,Mumbai,1,0
5179,32.0,23900.0,25.94,One year,Bengaluru,1,0
5152,36.0,66500.0,38.05,Month-to-month,Delhi,0,0
5002,56.0,,48.12,Two year,Chennai,0,0
5256,50.0,65300.0,45.66,Month-to-month,Bengaluru,2,0
5216,38.0,48100.0,42.77,One year,Delhi,2,0
5333,46.0,46300.0,,Month-to-month,Mumbai,1,0
5194,18.0,,66.08,Two year,Chennai,2,0
5131,,65700.0,78.43,Month-to-month,Mumbai,1,0
5367,,73300.0,94.83,Month-to-month,Mumbai,0,0
5101,18.0,,39.08,One year,Pune,2,0
5172,31.0,79900.0,88.68,Month-to-month,Chennai,4,1
5350,28.0,83500.0,95.18,Month-to-month,Pune,0,0
5306,37.0,53400.0,,Month-to-month,Chennai,2,0
5366,,46800.0,70.43,Month-to-month,Delhi,0,0
5144,45.0,57300.0,22.06,Month-to-month,Pune,2,0
5289,36.0,,,Month-to-month,Bengaluru,6,0
5286,18.0,16100.0,51.24,Month-to-month,Mumbai,1,0
5203,29.0,26700.0,83.07,One year,Pune,3,0
5201,31.0,31000.0,67.5,Month-to-month,Chennai,4,1
5149,26.0,56800.0,98.31,Month-to-month,Mumbai,5,1
5269,28.0,107300.0,40.97,Month-to-month,,2,0
5122,28.0,73800.0,32.98,Month-to-month,Mumbai,3,0
5137,18.0,56000.0,70.29,One year,Mumbai,4,0
5395,25.0,72500.0,69.92,Month-to-month,Pune,1,1
5400,33.0,67100.0,35.64,One year,Bengaluru,4,0
5058,36.0,58200.0,80.54,Two year,Chennai,5,0
5195,37.0,44100.0,63.89,Month-to-month,Mumbai,0,0
5271,43.0,39400.0,75.09,Two year,Chennai,1,1
5316,58.0,43100.0,44.16,One year,Delhi,3,0
5064,30.0,37200.0,72.97,Month-to-month,Bengaluru,5,1
5071,,84800.0,52.15,Month-to-month,Delhi,2,0
5296,38.0,,42.31,Month-to-month,Pune,2,0
5272,34.0,46500.0,70.88,Two year,Delhi,1,0
5329,58.0,53100.0,51.05,Month-to-month,Mumbai,0,0
5267,26.0,73100.0,80.59,Month-to-month,Chennai,3,0
5302,47.0,47900.0,52.67,Month-to-month,Mumbai,1,0
5305,37.0,40500.0,34.65,Two year,Delhi,3,0
5170,37.0,65100.0,111.35,Month-to-month,Bengaluru,2,0
5037,43.0,34500.0,79.89,One year,Delhi,0,0
5244,33.0,,85.45,One year,Delhi,3,0
5083,53.0,58300.0,107.67,Month-to-month,Mumbai,3,0
5261,49.0,18900.0,70.62,Month-to-month,Pune,4,1
5023,28.0,,95.25,Month-to-month,Delhi,3,1
5377,59.0,31900.0,45.09,Month-to-month,Bengaluru,0,0
5240,33.0,52000.0,77.07,One year,Bengaluru,0,0
5221,45.0,68900.0,65.74,One year,Chennai,1,0
5014,19.0,70000.0,58.73,Month-to-month,Mumbai,3,0
5313,48.0,87400.0,102.59,Two year,Mumbai,0,0
5161,44.0,82600.0,70.21,Two year,Mumbai,3,0
5073,46.0,24900.0,67.93,Month-to-month,Delhi,1,0
5178,20.0,62200.0,22.34,Month-to-month,Pune,4,0
5277,34.0,62500.0,108.93,Two year,Delhi,2,0
5036,36.0,52200.0,32.59,One year,Delhi,2,0
5208,40.0,24700.0,48.45,Month-to-month,Chennai,3,0
5226,20.0,66900.0,115.8,Month-to-month,Mumbai,1,1
5121,37.0,37100.0,103.03,One year,Chennai,0,0
5217,31.0,51400.0,60.87,Month-to-month,Pune,1,0
5030,44.0,37700.0,107.45,Month-to-month,Chennai,0,0
5189,25.0,56700.0,78.76,Month-to-month,Pune,3,1
5372,37.0,72700.0,35.19,One year,Bengaluru,2,0
5181,38.0,36000.0,27.21,Month-to-month,Bengaluru,1,0
5234,58.0,31100.0,41.05,Month-to-month,Bengaluru,1,0
5359,65.0,52800.0,97.5,One year,Bengaluru,1,0
5166,44.0,34000.0,87.8,Month-to-month,Mumbai,3,1
5127,46.0,,154.71,Month-to-month,Pune,2,1
5384,33.0,80200.0,71.46,Two year,Bengaluru,0,0
5265,53.0,53900.0,117.24,Month-to-month,Mumbai,0,1
5065,46.0,63700.0,74.35,Two year,Chennai,2,0
5341,42.0,,50.31,Two year,Delhi,1,0
5215,18.0,63500.0,58.29,Month-to-month,Chennai,2,1
5353,27.0,86000.0,69.73,Month-to-month,Chennai,4,1
5340,42.0,68300.0,28.26,Month-to-month,Chennai,3,0
5176,51.0,75000.0,61.46,Two year,Bengaluru,1,0
5173,43.0,,81.42,One year,Bengaluru,1,1
5033,24.0,,64.34,Two year,Delhi,2,0
5032,28.0,24600.0,68.44,Two year,Delhi,1,0
5233,55.0,54600.0,105.47,Two year,Bengaluru,2,1
5236,45.0,18700.0,77.8,One year,Bengaluru,2,0
5188,35.0,48900.0,88.96,Month-to-month,Delhi,4,0
5174,44.0,,39.29,One year,Bengaluru,2,0
5370,26.0,46200.0,75.28,Month-to-month,Pune,1,1
5304,40.0,112000.0,79.74,One year,Bengaluru,3,0
5039,41.0,32700.0,75.14,Two year,Pune,2,1
5266,55.0,38700.0,42.48,Month-to-month,Chennai,4,0
5361,41.0,61500.0,47.43,Two year,,2,0
5015,57.0,89700.0,23.96,One year,Delhi,2,0
5095,49.0,21100.0,105.43,Month-to-month,,4,1
5017,64.0,87200.0,36.8,One year,Bengaluru,2,0
5342,34.0,53400.0,28.8,Two year,Pune,1,0
5218,27.0,67800.0,68.3,Month-to-month,Delhi,5,0
5290,18.0,69400.0,79.07,Month-to-month,Bengaluru,5,1
5079,35.0,64700.0,52.73,One year,Chennai,2,0
5092,49.0,52800.0,58.43,Month-to-month,Bengaluru,2,0
5184,37.0,66400.0,47.19,Month-to-month,Mumbai,5,0
5324,31.0,61600.0,76.68,Month-to-month,Mumbai,1,0
5268,35.0,66500.0,76.87,Month-to-month,Bengaluru,3,1
5191,,,113.77,Month-to-month,Chennai,0,1
5391,55.0,57400.0,81.09,Month-to-month,Pune,5,1
5110,59.0,49600.0,59.42,One year,Bengaluru,2,0
5136,33.0,37300.0,93.28,Month-to-month,Bengaluru,1,1
5246,44.0,63900.0,39.95,One year,Delhi,1,0
5275,50.0,60800.0,75.96,Month-to-month,Pune,3,0
5148,21.0,23500.0,83.29,Month-to-month,Bengaluru,0,1
5106,18.0,77600.0,64.74,One year,Mumbai,3,0
5295,30.0,57900.0,60.04,Month-to-month,Chennai,2,0
5325,50.0,52800.0,59.08,Two year,Pune,2,0
5259,35.0,44500.0,31.74,One year,Bengaluru,2,0
5288,49.0,,90.08,Two year,Delhi,2,0
5385,42.0,49300.0,55.97,Month-to-month,Bengaluru,3,1
5180,40.0,46300.0,22.26,One year,Pune,1,1
5362,40.0,43600.0,,Month-to-month,Pune,0,1
5165,48.0,45700.0,71.04,Month-to-month,Pune,2,0
5111,43.0,49700.0,42.02,Month-to-month,Chennai,5,0
5257,25.0,41700.0,76.53,One year,Pune,2,1
5315,35.0,48800.0,101.74,Month-to-month,Delhi,0,0
5006,28.0,49200.0,90.51,Month-to-month,Pune,1,0
5145,41.0,62100.0,63.95,Month-to-month,Chennai,1,0
5104,55.0,51400.0,55.68,Two year,Mumbai,3,0
5211,18.0,56500.0,47.64,Month-to-month,Delhi,2,0
5042,50.0,48100.0,64.12,Month-to-month,Bengaluru,2,0
5363,43.0,79600.0,32.1,One year,Chennai,0,0
5138,26.0,74400.0,,Month-to-month,Mumbai,2,1
5255,50.0,47900.0,75.7,One year,Delhi,4,0
5147,30.0,52700.0,85.98,Two year,Pune,1,0
5126,47.0,68600.0,111.68,One year,Delhi,3,1
5087,47.0,51500.0,104.94,Two year,Mumbai,1,1
5031,44.0,22100.0,114.76,Two year,Chennai,2,0
5066,49.0,44400.0,90.04,Month-to-month,Mumbai,4,1
5204,30.0,60800.0,49.33,Two year,,2,0
5206,51.0,77600.0,85.91,Month-to-month,Mumbai,0,0
5045,26.0,75600.0,74.18,One year,Pune,0,0
5028,57.0,59400.0,88.97,Month-to-month,Chennai,3,1
5081,40.0,52100.0,39.76,Month-to-month,Delhi,5,1
5114,38.0,53200.0,25.14,Month-to-month,Delhi,3,0
5205,49.0,83800.0,50.84,Month-to-month,Mumbai,4,0
5008,25.0,,91.06,One year,Mumbai,4,0
5209,,,42.65,Month-to-month,Pune,1,0
5159,31.0,36300.0,67.42,Month-to-month,Chennai,3,0
5113,49.0,35200.0,95.65,One year,,3,0
5232,31.0,89400.0,67.46,One year,Delhi,1,0
5229,18.0,41500.0,57.5,One year,Mumbai,1,0
5009,35.0,15000.0,100.18,Month-to-month,Chennai,1,0
5074,37.0,80100.0,83.64,Month-to-month,Mumbai,4,1
5119,,64900.0,72.84,One year,Delhi,2,1
5190,,56600.0,87.35,One year,,2,0
5207,25.0,32400.0,99.22,Two year,Bengaluru,0,0
5356,56.0,,112.78,Two year,Chennai,3,0
