student_id,study_hours,attendance_pct,prev_score,doubt_sessions,final_score
3197,9.8,98.2,66.0,2,41.0
3198,8.8,77.4,53.6,2,33.4
3199,5.2,58.6,81.9,1,27.0
3200,5.2,98.7,53.6,2,24.0
3201,4.1,100.0,47.3,6,26.9
3202,6.8,70.0,67.6,2,31.8
3203,10.2,84.6,43.3,1,29.6
3204,3.3,73.7,68.6,3,35.5
3205,12.0,78.8,53.7,6,44.0
3206,4.6,88.0,49.3,2,27.4
3207,3.1,69.5,53.2,1,13.5
3208,6.8,72.3,54.2,2,30.3
3209,8.7,68.9,39.2,3,28.1
3210,5.1,47.8,66.7,3,32.8
3211,3.4,80.2,56.9,3,18.5
3212,10.4,85.7,48.8,2,26.0
3213,3.2,75.7,77.4,1,26.4
3214,8.5,73.9,61.7,3,33.6
3215,6.4,85.4,82.7,5,36.6
3216,5.1,62.8,31.7,5,31.8
3217,6.1,57.6,78.8,3,28.0
3218,3.3,80.0,60.9,2,25.5
3219,3.2,75.5,84.1,2,34.6
3220,6.8,99.2,60.4,0,46.9
3221,3.4,52.1,52.1,7,37.1
3222,4.1,72.6,49.9,5,27.3
3223,9.6,55.0,65.3,5,36.5
3224,10.5,100.0,35.9,1,45.1
3225,8.8,67.2,53.8,4,43.4
3226,8.2,84.7,44.2,2,35.9
3227,5.4,40.3,94.0,4,35.3
3228,6.2,59.0,66.8,2,21.1
3229,4.1,84.7,55.0,3,24.1
3230,0.0,67.3,14.8,3,21.3
3231,6.5,64.2,56.9,4,32.3
3232,6.5,83.5,49.2,2,28.9
3233,8.5,75.2,57.2,4,32.3
3234,3.0,75.3,58.3,4,29.5
3235,8.9,77.4,47.1,2,29.8
3236,4.6,66.3,38.5,3,27.4
3237,2.9,96.3,53.3,1,11.6
3238,5.3,88.7,55.8,4,40.1
3239,8.3,71.6,56.9,1,29.9
3240,5.9,68.2,57.3,3,31.7
3241,7.1,46.2,64.0,3,32.5
3242,3.8,56.9,45.4,6,40.1
3243,7.2,93.3,71.0,8,38.2
3244,8.4,56.1,52.0,1,26.4
3245,3.8,67.5,60.6,4,24.8
3246,7.0,98.4,51.3,1,36.2
3247,2.6,89.6,62.0,2,20.4
3248,6.5,78.9,81.8,4,39.6
3249,2.2,79.8,65.6,2,32.5
3250,7.0,69.0,60.8,3,39.4
3251,5.9,76.4,60.3,3,30.2
3252,3.2,74.5,49.8,4,33.8
3253,6.9,93.5,40.0,4,30.2
3254,3.5,85.3,27.1,5,21.3
3255,6.2,63.1,59.8,5,44.1
3256,3.7,95.0,65.7,4,44.3
3257,7.3,86.7,68.3,5,32.9
3258,4.6,90.8,29.5,3,15.6
3259,9.6,93.0,45.6,9,39.9
3260,7.1,86.1,63.9,6,40.0
3261,7.3,77.6,51.1,4,34.3
3262,2.7,94.0,68.4,1,32.9
3263,0.8,92.0,71.5,3,21.8
3264,4.0,71.3,38.6,5,36.0
3265,10.5,72.5,70.6,5,53.5
3266,3.6,78.9,56.3,6,26.1
3267,9.0,82.8,50.2,4,50.0
3268,9.1,74.4,62.5,2,34.1
3269,4.5,54.6,48.1,2,21.2
3270,5.5,92.6,33.2,5,33.5
3271,9.3,65.2,70.7,0,34.6
3272,5.4,58.0,66.3,4,30.3
3273,5.0,62.5,66.2,5,38.3
3274,4.6,75.7,60.8,2,23.8
3275,6.2,71.5,37.2,2,29.6
3276,5.7,40.7,58.0,4,22.4
3277,9.1,51.6,82.9,3,37.9
3278,6.6,51.0,64.3,3,29.6
3279,8.9,63.1,59.0,1,30.7
3280,5.7,76.1,62.2,1,32.4
3281,12.3,64.6,55.3,2,36.8
3282,5.7,100.0,59.1,5,39.4
3283,5.6,87.1,58.6,5,21.2
3284,4.0,95.8,48.4,5,21.8
3285,1.8,85.1,55.2,2,26.1
3286,3.8,56.0,57.3,5,30.5
3287,6.5,81.7,58.5,1,38.4
3288,3.5,53.0,94.7,3,39.2
3289,8.1,60.0,52.4,5,26.3
3290,1.9,78.1,39.2,2,18.3
3291,1.8,75.5,55.6,1,10.8
3292,6.8,84.2,31.5,6,34.5
3293,7.0,71.3,84.5,3,30.0
3294,3.2,91.1,48.5,3,30.3
3295,8.7,87.2,55.1,3,40.1
3296,9.5,80.6,60.6,4,31.2
3297,6.9,64.8,71.4,1,38.3
3298,2.8,66.9,49.4,6,25.1
3299,9.1,91.2,63.2,6,45.4
3300,5.3,100.0,54.9,1,34.0
3301,5.6,69.0,57.6,3,35.1
3302,7.2,78.5,67.0,0,26.8
3303,4.3,63.0,48.4,4,27.3
3304,9.8,39.8,80.2,3,26.8
3305,4.5,85.0,56.5,1,28.0
3306,8.7,78.3,71.7,2,43.2
3307,8.0,86.0,50.0,1,37.0
3308,10.4,66.5,58.2,2,36.8
3309,7.3,63.6,46.7,1,30.2
3310,8.2,97.7,69.9,6,35.4
3311,5.1,62.1,58.2,2,12.7
3312,5.5,86.0,48.5,2,34.7
3313,4.5,89.8,42.4,1,12.6
3314,7.9,75.6,91.5,5,45.2
3315,4.4,67.3,65.9,5,29.9
3316,9.8,79.1,69.9,1,33.9
3317,5.8,49.5,78.0,3,26.8
3318,3.1,71.3,67.4,4,27.1
3319,4.4,69.9,79.8,3,36.1
3320,9.0,54.6,58.9,1,23.8
3321,4.9,71.1,65.0,7,27.8
3322,7.6,88.5,86.5,3,37.0
3323,2.2,100.0,43.0,2,31.6
3324,7.2,59.2,63.3,2,35.3
3325,8.0,81.9,51.5,4,33.5
3326,7.4,81.7,84.2,1,25.0
3327,8.1,71.2,56.0,5,39.4
3328,3.7,67.1,63.2,3,39.0
3329,2.0,82.9,62.0,3,28.4
3330,2.9,86.3,47.3,4,12.4
3331,8.2,54.5,55.1,4,32.3
3332,7.2,97.9,50.2,1,39.5
3333,8.2,73.5,73.9,2,32.1
3334,4.8,77.2,50.0,2,26.9
3335,8.2,67.2,77.2,3,35.7
3336,2.3,93.7,65.4,3,25.6
3337,7.2,56.0,72.8,3,34.6
3338,3.6,68.5,80.7,1,37.1
3339,5.1,77.5,74.5,4,38.1
3340,7.8,61.9,67.5,3,41.6
3341,8.4,71.8,51.1,5,35.5
3342,5.8,82.9,58.5,4,34.2
3343,5.3,92.7,62.6,2,22.6
3344,9.6,72.7,72.5,1,42.0
3345,8.8,68.5,61.3,1,31.6
3346,4.6,82.2,57.6,1,28.8
3347,7.0,77.0,89.2,4,43.1
3348,5.7,60.1,68.2,2,29.2
3349,8.7,88.0,69.2,3,49.7
3350,7.4,71.1,50.6,4,37.3
3351,7.3,62.2,53.0,5,33.2
3352,6.5,89.5,53.7,2,26.6
3353,4.9,83.7,46.0,5,22.6
3354,9.0,63.9,60.3,4,42.9
3355,7.3,85.3,64.4,5,47.4
3356,0.5,65.1,49.3,1,20.0
3357,5.3,67.0,52.5,5,37.5
3358,6.9,60.6,75.0,2,15.4
3359,4.5,87.7,36.3,5,25.3
3360,4.0,73.1,57.6,3,31.2
3361,4.7,83.8,82.2,2,39.4
3362,7.2,55.9,72.9,2,31.9
3363,3.9,68.7,70.5,1,26.5
3364,7.2,50.1,86.4,4,34.2
3365,9.6,65.2,81.2,7,44.2
3366,8.6,68.7,71.9,2,30.4
3367,8.7,71.6,51.2,6,34.0
3368,5.8,51.8,41.2,5,24.1
3369,9.2,89.9,48.0,2,39.6
3370,6.3,50.2,79.1,3,31.3
3371,8.5,91.8,50.2,2,28.7
3372,3.5,72.4,52.6,4,17.8
3373,9.4,89.7,76.0,1,41.4
3374,4.8,59.2,55.1,3,18.9
3375,6.4,76.0,65.1,1,33.3
3376,8.9,82.7,39.0,3,47.1
3377,6.3,100.0,50.8,1,20.8
3378,5.1,80.7,50.1,6,33.2
3379,5.9,100.0,48.5,2,33.5
3380,9.0,80.2,35.1,2,31.4
3381,9.0,96.1,46.5,0,36.5
3382,7.9,75.6,71.8,1,41.2
3383,4.7,77.3,61.1,2,26.2
3384,5.2,90.1,70.8,3,33.3
3385,7.9,58.0,48.2,3,36.3
3386,8.1,52.8,86.6,6,38.3
3387,4.5,79.4,49.9,0,16.2
3388,4.5,100.0,53.8,2,31.1
3389,8.0,98.5,65.7,2,41.6
3390,8.9,78.6,52.4,2,29.3
3391,6.4,86.4,62.2,4,30.8
3392,3.3,80.6,82.4,4,30.1
3393,10.2,83.3,67.6,7,41.3
3394,6.3,98.5,53.9,3,30.5
3395,7.4,60.7,78.8,7,35.8
3396,0.9,60.0,51.9,3,22.7
3397,4.4,49.0,54.2,4,28.5
3398,5.7,64.7,65.1,2,31.0
3399,6.9,92.7,66.2,3,38.6
3400,3.9,76.5,29.7,4,32.8
3401,2.3,58.3,66.0,2,25.8
3402,2.0,68.1,52.8,3,17.7
3403,5.1,70.4,41.2,4,26.8
3404,6.8,92.5,41.1,3,21.2
3405,6.7,84.6,42.0,1,33.8
3406,1.8,83.4,35.0,4,33.8
3407,4.3,95.6,71.8,2,26.4
3408,5.8,85.6,78.9,1,40.2
3409,8.5,93.9,56.7,1,40.0
3410,7.4,66.1,58.4,3,30.3
3411,6.6,63.9,59.1,1,27.7
3412,1.8,72.3,76.4,3,24.1
3413,8.7,100.0,65.4,2,39.9
3414,5.8,61.0,85.6,7,34.4
3415,6.5,80.4,67.2,1,42.6
3416,4.3,85.4,81.4,2,26.6
3417,5.5,63.6,37.0,2,30.8
3418,5.1,59.4,45.3,3,33.6
3419,5.0,100.0,62.0,3,24.5
3420,3.8,75.3,56.5,2,23.9
3421,7.6,71.9,47.3,3,41.7
3422,8.2,82.7,43.0,0,33.0
3423,4.6,78.8,37.1,3,31.0
3424,3.9,55.8,59.7,3,31.0
3425,3.9,51.3,54.0,3,22.3
3426,5.2,73.8,71.0,1,29.4
3427,9.5,65.1,51.3,2,18.5
3428,5.6,75.7,60.6,1,34.0
3429,10.5,58.9,68.1,3,40.2
3430,2.9,100.0,72.2,1,32.3
3431,3.3,83.3,52.6,5,32.3
3432,4.0,100.0,60.2,1,32.9
3433,3.8,69.6,87.3,3,24.1
3434,6.8,75.4,26.0,5,19.7
3435,10.3,69.9,65.5,6,37.1
3436,4.2,78.4,65.4,2,22.5
3437,6.8,84.0,56.2,2,38.7
3438,9.2,70.0,33.5,3,27.7
3439,11.9,61.9,59.4,2,37.8
3440,6.5,67.2,49.8,1,20.8
3441,8.4,74.3,52.8,2,39.9
3442,9.3,89.3,47.7,1,41.9
3443,6.2,53.9,43.1,5,14.9
3444,7.4,65.1,59.1,3,34.3
3445,5.1,82.3,39.8,1,23.5
3446,3.8,96.1,71.6,4,32.3
3447,4.6,69.5,61.5,2,27.4
3448,8.9,80.4,52.5,5,33.5
3449,9.3,72.9,60.9,5,45.2
3450,6.6,72.0,72.8,4,32.4
3451,3.0,77.7,55.6,5,19.1
3452,9.1,67.6,73.3,2,35.1
3453,6.0,71.8,99.0,6,40.5
3454,9.7,70.8,64.1,0,22.7
3455,6.3,98.3,68.9,3,34.6
3456,3.2,75.0,53.5,5,27.4
3457,5.4,99.6,62.3,4,35.3
3458,4.4,73.4,50.5,3,30.0
3459,10.0,77.3,84.8,4,38.9
3460,0.5,62.8,50.3,6,28.6
3461,4.6,77.8,69.6,1,30.3
3462,5.3,95.5,50.8,3,24.3
3463,1.0,98.5,61.6,3,22.7
3464,7.1,59.1,46.0,2,29.9
3465,7.6,100.0,43.9,5,34.7
3466,8.2,79.6,79.5,0,36.6
3467,8.1,82.5,75.1,5,31.7
3468,5.8,89.5,62.7,3,26.2
3469,8.4,75.7,54.1,4,41.6
3470,5.0,62.3,56.9,3,29.8
3471,6.1,75.7,42.0,2,26.2
3472,6.6,69.6,61.5,4,33.5
3473,6.2,100.0,80.1,7,46.1
3474,7.3,75.6,46.7,5,36.6
3475,4.5,41.9,94.4,1,30.6
3476,5.8,94.5,62.7,3,30.3
3477,4.6,83.7,82.4,2,21.0
3478,6.2,74.2,67.3,3,31.7
3479,6.8,47.3,42.3,2,23.5
3480,4.2,100.0,39.3,2,35.5
3481,9.6,69.8,80.7,0,37.8
3482,10.9,69.8,77.0,1,45.2
3483,7.5,66.3,44.7,4,27.5
3484,6.3,77.2,90.2,5,41.0
3485,4.5,73.5,56.5,6,33.0
3486,5.7,79.5,99.0,3,32.6
3487,5.6,81.9,52.3,2,26.1
3488,7.8,75.1,73.6,9,37.7
3489,6.1,91.2,59.7,1,38.3
3490,7.8,59.5,46.6,3,33.0
3491,7.5,88.7,68.8,4,30.6
3492,4.9,80.4,44.7,3,19.5
3493,2.8,75.4,41.6,2,25.1
3494,3.2,85.7,55.0,2,23.2
3495,3.5,78.8,33.7,3,23.9
3496,6.0,78.3,35.1,2,34.2
3497,9.0,68.3,50.9,3,39.3
3498,3.8,62.6,60.0,1,29.7
3499,7.7,53.2,70.4,3,29.0
3500,5.7,56.6,77.3,3,32.1
3501,9.2,65.5,55.6,2,37.4
3502,11.7,86.7,83.5,5,48.1
3503,8.8,71.4,63.3,2,29.6
3504,7.0,76.8,55.8,6,28.7
3505,7.4,59.1,74.4,5,37.2
3506,9.4,52.2,78.7,2,28.9
3507,5.4,75.8,58.8,3,28.6
3508,4.2,100.0,51.7,4,26.2
3509,6.6,58.1,64.8,4,36.6
3510,10.1,93.9,57.8,2,46.4
3511,4.4,57.2,37.8,3,35.7
3512,8.9,56.5,57.8,1,22.4
3513,8.3,60.5,57.3,3,35.0
3514,5.6,61.4,60.3,1,31.1
3515,4.2,85.9,64.7,5,23.7
3516,2.1,76.5,77.7,5,37.8
3517,3.3,74.8,45.0,3,36.8
3518,6.6,65.7,61.0,3,38.5
3519,8.0,86.9,70.8,2,35.0
3520,4.6,100.0,22.1,1,15.8
3521,4.7,77.9,78.4,1,30.7
3522,4.2,68.3,62.2,2,34.9
3523,12.1,58.4,99.0,1,43.4
3524,2.7,69.1,71.9,3,27.4
3525,2.5,55.6,45.9,0,29.3
3526,8.7,93.6,61.1,3,43.5
3527,3.4,63.0,55.1,5,34.4
3528,8.6,91.2,66.3,5,36.1
3529,4.0,56.5,36.6,5,31.2
3530,8.6,87.2,63.3,6,39.0
3531,9.5,83.3,55.0,4,40.5
3532,4.9,85.9,55.2,2,27.5
3533,6.0,79.3,66.5,0,31.6
3534,3.6,59.5,61.7,1,23.3
3535,8.2,100.0,89.9,1,42.7
3536,5.3,54.3,64.3,6,17.5
3537,3.7,91.2,71.0,2,21.8
3538,7.1,72.2,50.1,2,41.3
3539,6.9,58.8,49.4,2,24.2
3540,5.9,86.5,83.2,3,32.7
3541,4.9,95.9,51.0,4,30.6
3542,8.4,89.8,41.1,2,21.0
3543,4.4,55.2,40.7,3,26.4
3544,3.9,63.7,46.0,1,19.1
3545,5.4,83.0,42.2,4,31.6
3546,7.3,80.5,47.1,6,48.8
3547,5.0,88.3,78.2,2,30.4
3548,4.4,71.4,55.8,6,25.5
3549,3.5,48.3,67.4,2,34.0
3550,4.0,56.0,91.1,3,28.4
3551,4.3,77.7,49.1,3,34.1
3552,10.9,58.3,49.8,3,37.5
3553,1.5,53.1,33.2,1,22.0
3554,4.8,82.3,75.9,2,31.9
3555,6.1,93.4,64.3,2,26.8
3556,3.8,63.7,31.5,3,13.0
3557,3.0,70.4,78.6,5,30.1
3558,7.3,71.5,74.2,2,25.2
3559,9.4,86.8,17.2,2,28.4
3560,8.7,69.5,40.0,1,22.8
3561,6.0,69.4,70.8,3,29.1
3562,4.9,72.6,42.0,3,25.3
3563,7.6,55.3,53.7,2,31.4
3564,1.9,92.6,67.1,3,24.1
3565,3.9,96.0,62.6,2,30.7
3566,9.6,74.3,49.5,5,42.0
3567,7.0,75.4,68.4,1,29.6
3568,6.4,76.7,79.1,3,40.8
3569,5.5,74.1,53.9,3,34.1
3570,5.0,62.7,99.0,1,22.5
3571,3.9,83.5,69.8,6,32.4
3572,7.4,84.3,66.5,1,43.1
3573,7.2,88.8,41.3,2,37.3
3574,7.3,59.2,44.9,2,22.9
3575,0.0,76.3,46.8,1,30.1
3576,9.2,54.3,74.0,1,28.6
3577,8.1,100.0,44.3,2,29.1
3578,9.9,51.2,79.7,6,45.3
3579,4.6,71.4,74.9,5,27.4
3580,0.6,96.4,50.6,2,18.5
3581,2.7,48.0,58.8,1,20.8
3582,3.8,75.2,83.9,4,38.0
3583,11.0,48.8,47.6,1,30.3
3584,4.1,86.9,26.4,2,27.3
3585,4.8,68.0,49.9,3,26.8
3586,8.5,64.7,63.3,1,21.2
3587,8.2,59.5,75.6,3,36.5
3588,8.4,81.1,69.0,3,34.0
3589,4.8,75.4,99.0,2,35.0
3590,10.7,83.8,78.2,2,39.6
3591,7.0,85.7,67.3,3,40.4
3592,3.9,65.3,80.6,2,28.3
3593,7.0,77.8,81.4,2,25.3
3594,2.5,93.1,65.8,2,21.5
3595,2.9,81.7,75.0,0,21.9
3596,4.3,80.4,72.1,1,23.6
3597,3.0,76.2,65.7,1,40.2
3598,4.8,68.1,62.1,2,22.1
3599,4.4,75.1,45.2,1,21.1
3600,4.8,74.1,59.7,3,24.1
3601,3.8,100.0,47.4,1,16.2
3602,8.8,70.9,72.4,0,35.5
3603,3.5,60.5,62.6,1,22.1
3604,4.7,80.6,43.2,4,35.7
3605,3.7,71.7,58.6,3,35.9
3606,4.5,65.9,55.7,1,21.6
3607,2.8,87.0,38.5,5,12.8
3608,11.3,72.5,50.1,5,35.6
3609,5.3,63.2,62.1,2,32.3
3610,8.0,83.6,83.2,4,37.4
3611,5.1,100.0,60.2,4,30.5
3612,2.7,94.5,68.5,4,30.4
3613,4.7,78.9,81.4,7,36.3
3614,4.3,79.7,77.7,3,26.8
3615,2.9,74.7,63.0,1,28.6
3616,6.3,85.7,70.3,4,29.5
3617,10.0,72.2,57.1,2,42.4
3618,6.5,80.5,54.6,3,42.5
3619,8.6,72.8,59.9,5,44.4
3620,9.3,78.2,62.2,0,28.4
3621,1.2,45.8,74.9,6,22.1
3622,10.8,74.9,70.2,3,43.9
3623,2.7,66.8,74.2,3,28.8
3624,10.6,70.2,35.0,2,26.0
3625,6.6,80.5,53.7,4,32.3
3626,7.5,56.3,57.7,6,30.8
3627,11.6,62.0,40.6,1,30.9
3628,8.7,77.4,23.5,2,31.0
3629,2.0,75.7,65.7,3,23.1
3630,1.5,88.3,91.1,1,22.3
3631,3.1,79.8,43.4,3,11.7
3632,8.6,51.2,61.2,1,37.1
3633,6.8,80.8,87.3,3,31.1
3634,8.3,72.5,57.1,6,47.1
3635,7.1,76.8,55.8,3,32.1
3636,9.1,89.5,41.8,2,36.7
3637,3.4,76.4,57.2,3,24.7
3638,1.4,71.9,72.3,5,28.1
3639,4.3,51.2,74.5,3,33.1
3640,8.0,68.3,55.4,4,20.0
3641,3.5,86.8,74.1,3,39.6
3642,0.1,82.5,40.6,3,24.8
3643,4.6,56.9,51.1,2,16.4
3644,7.7,54.5,63.2,1,35.4
3645,7.0,69.0,63.3,0,23.9
3646,5.1,81.4,74.6,1,29.6
3647,4.7,63.8,55.7,4,28.8
3648,0.7,94.6,27.0,4,13.8
3649,5.9,100.0,77.2,2,32.2
3650,10.7,58.2,89.8,4,36.3
3651,4.7,100.0,66.6,4,28.8
3652,10.0,100.0,55.2,1,28.5
3653,2.8,44.7,51.3,5,34.7
3654,4.8,50.4,60.0,2,30.8
3655,4.6,72.1,36.8,3,21.5
3656,5.8,74.4,60.1,7,30.0
3657,1.3,61.7,52.3,1,28.2
3658,8.7,74.3,34.2,3,36.1
3659,4.9,85.9,59.3,2,26.8
3660,0.3,61.2,65.0,3,21.4
3661,7.3,41.0,84.6,4,35.5
3662,6.1,69.5,58.0,3,33.2
3663,2.5,85.8,82.2,2,29.1
