batch_id,batch_fee_revenue,session_duration_minutes,monthly_queries,mock_test_avg,profit_margin_pct
5174,20081.0,27.5,3,61.2,24.04
5175,27316.0,30.1,9,89.7,7.21
5176,17551.0,37.0,1,57.4,1.26
5177,11069.0,31.7,4,72.8,4.73
5178,34146.0,19.4,3,51.0,17.98
5179,1079.0,62.4,5,100.0,-6.68
5180,13621.0,26.5,2,60.0,15.61
5181,12075.0,83.9,1,69.4,-4.46
5182,3067.0,34.2,4,62.9,-2.97
5183,9246.0,24.5,2,57.1,6.71
5184,18663.0,48.7,0,77.6,10.03
5185,16880.0,63.8,7,61.7,12.88
5186,22812.0,21.5,4,53.3,16.95
5187,8443.0,31.6,6,57.9,-5.64
5188,40668.0,88.1,3,60.7,5.01
5189,26424.0,20.6,4,65.5,11.18
5190,8315.0,22.5,3,66.0,6.78
5191,14613.0,41.4,3,54.4,14.34
5192,20738.0,18.1,4,58.0,4.72
5193,8086.0,8.5,1,89.5,1.77
5194,37640.0,13.8,5,61.0,-15.41
5195,18402.0,46.8,8,80.7,-12.21
5196,18303.0,55.4,4,58.7,11.34
5197,17464.0,53.4,3,68.4,-5.77
5198,17336.0,47.3,7,56.4,7.08
5199,17567.0,17.9,4,39.8,10.11
5200,19765.0,56.2,1,57.2,3.32
5201,6584.0,74.7,3,74.6,13.29
5202,11121.0,24.6,2,79.3,-1.35
5203,12896.0,65.9,2,76.9,9.57
5204,34732.0,30.0,6,57.0,3.25
5205,31216.0,42.0,5,59.8,-8.79
5206,12232.0,46.7,3,49.7,-13.37
5207,10651.0,15.4,2,67.0,2.63
5208,14523.0,90.3,4,73.6,18.71
5209,12934.0,22.4,5,66.4,14.61
5210,15121.0,35.3,6,54.5,8.53
5211,4076.0,27.9,4,68.5,11.37
5212,12542.0,49.3,6,64.8,12.29
5213,22650.0,48.6,6,69.5,2.15
5214,7417.0,38.0,7,61.4,15.92
5215,11570.0,87.6,2,66.1,6.64
5216,31754.0,44.4,5,54.9,-0.19
5217,6981.0,29.5,4,53.5,38.5
5218,3004.0,6.7,4,32.8,10.23
5219,25528.0,31.7,4,66.3,3.27
5220,9316.0,31.5,4,65.7,11.13
5221,27354.0,22.2,3,52.0,-6.43
5222,9146.0,22.4,5,82.6,-6.52
5223,18547.0,53.5,7,78.7,21.34
5224,10381.0,70.2,3,84.8,9.86
5225,39506.0,116.9,3,62.5,-5.27
5226,11445.0,74.4,6,60.9,-10.11
5227,1796.0,24.5,5,68.0,3.32
5228,5105.0,43.7,4,75.4,-5.04
5229,22240.0,16.6,1,82.5,15.96
5230,11425.0,58.2,2,52.4,-12.93
5231,22133.0,46.5,0,62.1,15.05
5232,7134.0,26.0,4,39.4,-4.93
5233,22274.0,35.2,2,61.0,-7.02
5234,25521.0,32.3,8,75.3,4.46
5235,15835.0,25.6,4,72.6,-7.21
5236,23239.0,82.9,3,93.0,-1.16
5237,14320.0,241.8,2,72.6,-0.94
5238,4178.0,61.5,3,59.1,-17.61
5239,9464.0,70.8,6,55.0,-6.6
5240,12271.0,41.3,4,67.5,7.03
5241,16910.0,30.4,5,84.5,-14.55
5242,27388.0,140.1,9,49.0,-8.23
5243,17363.0,30.1,3,52.6,-4.27
5244,10269.0,47.6,1,65.3,12.13
5245,15683.0,35.0,8,60.2,12.13
5246,4135.0,53.5,2,75.3,17.23
5247,22424.0,36.5,8,58.7,-4.71
5248,16007.0,53.6,5,64.9,11.2
5249,5359.0,17.6,4,64.2,6.01
5250,17327.0,35.3,1,67.0,-7.73
5251,7022.0,85.4,4,81.1,8.55
5252,23190.0,20.2,1,48.5,3.81
5253,27190.0,25.2,3,43.1,-2.07
5254,12200.0,85.5,1,46.1,-5.82
5255,12985.0,47.9,5,60.8,-10.61
5256,4129.0,71.3,4,65.7,8.34
5257,6783.0,9.8,3,70.9,7.83
5258,2364.0,41.0,4,68.2,1.28
5259,20543.0,17.5,2,65.9,0.42
5260,27736.0,16.3,1,42.5,-1.51
5261,2851.0,48.0,3,56.3,10.68
5262,9104.0,76.4,4,69.6,5.6
5263,28614.0,15.3,5,49.2,-12.13
5264,13082.0,19.3,4,58.4,4.62
5265,5722.0,26.4,2,59.0,8.08
5266,6144.0,34.7,2,70.3,-1.54
5267,17182.0,16.8,3,53.5,-0.41
5268,27860.0,145.6,6,43.8,-1.45
5269,8342.0,53.3,5,59.8,9.52
5270,3691.0,30.2,4,60.8,0.24
5271,26787.0,27.4,1,74.5,3.59
5272,27831.0,151.3,5,56.9,4.63
5273,11262.0,143.9,1,61.4,17.73
5274,9843.0,27.9,3,57.9,-9.66
5275,32239.0,46.1,3,58.4,24.8
5276,7969.0,79.7,5,89.6,-6.97
5277,20517.0,18.3,4,33.2,1.9
5278,15009.0,26.2,6,71.5,-3.4
5279,2697.0,84.1,0,54.5,5.06
5280,15091.0,24.6,4,65.2,8.83
5281,3723.0,28.7,7,45.4,24.84
5282,5921.0,16.6,4,66.7,14.62
5283,5315.0,23.6,4,54.3,-2.2
5284,39644.0,56.2,4,71.1,5.88
5285,31307.0,22.7,5,80.9,4.99
5286,4790.0,16.9,1,49.0,-2.07
5287,5546.0,25.4,6,44.6,9.25
5288,4618.0,107.9,2,78.3,6.33
5289,20241.0,41.3,3,88.1,-0.07
5290,23185.0,26.4,2,64.4,-2.27
5291,6722.0,40.6,4,38.9,10.31
5292,2049.0,48.3,3,45.1,2.89
5293,2483.0,39.8,6,76.0,14.67
5294,2080.0,12.4,0,85.8,11.71
5295,17857.0,44.3,4,62.7,-6.94
5296,8079.0,32.5,2,47.7,-14.97
5297,14510.0,61.4,2,78.4,4.33
5298,20752.0,16.3,3,47.6,-2.15
5299,4213.0,69.4,4,55.9,-5.4
5300,17225.0,27.3,4,56.5,-2.57
5301,37929.0,13.1,4,56.4,16.96
5302,5715.0,82.2,8,70.9,1.95
5303,13922.0,26.9,3,52.4,21.04
5304,35668.0,46.1,1,66.1,10.97
5305,16957.0,33.3,3,77.6,-11.69
5306,31554.0,71.1,3,77.6,7.97
5307,28674.0,71.6,1,80.8,17.38
5308,14926.0,72.0,2,59.7,-12.07
5309,11525.0,56.5,2,43.4,-7.46
5310,38251.0,13.8,3,66.6,2.98
5311,12113.0,13.3,3,67.1,-0.98
5312,30072.0,41.4,4,67.8,19.24
5313,12992.0,20.6,6,59.6,-3.79
5314,19589.0,48.5,4,69.9,19.34
5315,9094.0,40.5,2,51.8,-8.64
5316,9826.0,15.6,4,74.3,-3.73
5317,12302.0,19.6,6,86.0,6.98
5318,13051.0,18.4,7,66.0,8.68
5319,53097.0,21.4,3,65.1,5.38
5320,16758.0,32.3,9,72.2,18.54
5321,1327.0,55.2,6,71.1,20.43
5322,4439.0,82.2,2,71.4,21.83
5323,57743.0,20.3,0,66.9,3.2
5324,30107.0,26.0,5,61.0,11.98
5325,38217.0,93.6,5,83.7,1.62
5326,870.0,62.8,2,49.8,17.02
5327,15335.0,42.1,4,78.2,-16.81
5328,28522.0,8.8,2,54.0,-1.77
5329,28813.0,19.9,7,70.3,2.17
5330,6891.0,40.2,2,52.8,-0.29
5331,24093.0,25.6,5,45.6,18.49
5332,24363.0,121.9,1,51.8,-8.44
5333,23534.0,38.6,1,52.6,-3.27
5334,9344.0,43.4,4,80.7,-6.73
5335,15941.0,18.8,2,57.0,3.75
5336,10681.0,19.4,0,55.8,-4.08
5337,21638.0,24.4,2,52.4,12.65
5338,40013.0,25.0,3,63.9,12.19
5339,4694.0,31.7,3,64.0,-14.96
5340,38938.0,45.8,5,71.1,-15.12
5341,6085.0,42.2,4,55.8,11.51
5342,7398.0,67.0,4,49.6,7.66
5343,36774.0,16.1,8,63.5,-10.28
5344,14892.0,41.5,3,74.9,3.8
5345,12742.0,42.2,1,73.3,-7.09
5346,24632.0,95.6,2,52.2,11.36
5347,14448.0,32.0,2,58.2,-7.82
5348,18179.0,44.5,12,68.3,-1.49
5349,47682.0,22.3,6,57.2,8.39
5350,4908.0,47.2,4,47.2,4.54
5351,6032.0,46.5,4,66.6,13.61
5352,16996.0,25.0,5,59.9,7.88
5353,6900.0,28.0,4,67.8,-9.43
5354,8096.0,35.8,3,74.6,6.24
5355,7187.0,51.9,3,58.3,-6.1
5356,47409.0,18.2,3,50.4,17.17
5357,35390.0,62.4,5,55.0,18.37
5358,11817.0,29.9,0,73.7,14.36
5359,18581.0,115.5,1,65.5,23.96
5360,26035.0,88.5,4,73.7,11.33
5361,30044.0,28.6,5,60.1,17.44
5362,5139.0,25.0,8,73.3,12.64
5363,15218.0,162.1,6,58.4,12.11
5364,10306.0,53.5,1,56.5,11.95
5365,26297.0,51.5,1,64.2,6.76
5366,14214.0,28.3,3,62.8,20.41
5367,11601.0,33.8,6,61.4,-5.74
5368,3239.0,59.5,5,65.0,-10.08
5369,5793.0,53.1,5,75.9,-2.87
5370,8029.0,22.1,0,56.2,18.44
5371,22577.0,77.7,1,43.1,1.67
5372,7512.0,44.1,3,69.4,-3.28
5373,9049.0,20.5,2,87.2,-3.57
5374,14677.0,66.8,3,77.1,8.26
5375,10223.0,32.9,1,49.9,3.57
5376,15697.0,58.8,3,69.9,14.91
5377,37874.0,26.1,4,77.9,1.14
5378,8283.0,45.5,8,75.3,12.31
5379,15765.0,13.7,4,86.5,-3.74
5380,8171.0,45.8,5,74.7,8.95
5381,15336.0,14.5,2,30.5,31.55
5382,6033.0,40.4,3,71.4,2.3
5383,4751.0,7.9,6,55.0,2.96
5384,19270.0,35.2,6,53.2,12.89
5385,21817.0,56.6,2,43.6,-4.83
5386,5264.0,49.0,4,48.8,-0.04
5387,4365.0,75.5,5,59.9,-0.81
5388,3359.0,19.1,3,77.7,6.41
5389,7585.0,94.5,7,78.3,-8.27
5390,58945.0,96.7,2,72.5,17.04
5391,4116.0,17.7,2,79.4,5.35
5392,29355.0,22.6,4,59.6,5.79
5393,3169.0,25.9,3,54.2,2.65
5394,28731.0,36.0,1,87.6,3.82
5395,6604.0,40.9,3,70.1,-16.76
5396,30038.0,8.2,1,60.1,15.65
5397,9749.0,52.3,5,73.5,-3.82
5398,50701.0,31.3,6,55.3,11.59
5399,25767.0,19.7,2,83.7,2.76
5400,21365.0,64.9,2,48.5,2.26
5401,16397.0,29.6,5,57.9,8.65
5402,3798.0,72.7,6,62.2,19.34
5403,10034.0,50.4,3,62.0,3.29
5404,21958.0,30.1,1,49.2,-1.07
5405,5765.0,74.3,6,74.9,8.38
5406,12123.0,59.5,3,72.0,-18.17
5407,5927.0,26.9,3,65.2,-3.62
5408,19223.0,13.8,5,71.5,-4.81
5409,50178.0,26.2,2,58.8,0.85
5410,11425.0,53.0,8,76.3,-8.23
5411,19235.0,31.6,5,57.5,11.75
5412,8702.0,106.1,5,51.5,1.33
5413,15521.0,42.7,4,62.4,5.37
5414,4795.0,41.1,2,62.1,4.25
5415,26045.0,46.6,3,68.8,1.28
5416,19113.0,21.4,4,72.8,-1.8
5417,61786.0,33.9,5,85.2,15.77
5418,27251.0,24.5,5,48.4,11.6
5419,13889.0,8.8,3,45.2,17.61
5420,27284.0,12.4,1,68.1,2.67
5421,16836.0,57.0,6,80.6,6.63
5422,14294.0,27.9,0,77.3,7.36
5423,28528.0,33.9,1,63.5,1.15
5424,2294.0,14.9,3,61.9,3.78
5425,2268.0,25.6,3,61.3,-10.5
5426,13552.0,58.6,1,86.4,-6.62
5427,16311.0,38.7,9,62.4,-4.2
5428,34957.0,26.6,2,68.9,-6.2
5429,15983.0,92.0,3,50.1,8.02
5430,12823.0,35.2,9,76.2,7.4
5431,27197.0,29.5,5,63.4,7.79
5432,19594.0,72.9,5,61.8,1.76
5433,16090.0,12.8,3,61.4,13.23
5434,50031.0,50.9,5,63.5,12.39
5435,16248.0,18.6,4,98.0,9.27
5436,20806.0,22.6,2,72.5,1.1
5437,18363.0,24.1,8,73.2,18.05
5438,3093.0,39.4,7,55.9,-6.62
5439,4277.0,38.9,3,48.0,-10.62
5440,4529.0,43.8,1,39.1,-7.65
5441,12841.0,41.4,6,58.0,14.99
5442,20402.0,85.2,5,67.2,4.97
5443,33959.0,101.4,5,68.0,-1.21
5444,1325.0,56.0,2,47.5,-16.87
5445,10780.0,57.7,2,73.1,2.06
5446,50210.0,29.1,2,58.4,-4.86
5447,59152.0,18.8,2,78.9,-14.76
5448,24215.0,52.2,5,62.1,13.93
5449,57741.0,37.3,1,65.8,4.39
5450,9126.0,61.3,6,56.4,16.64
5451,3663.0,12.1,3,56.9,3.95
5452,12368.0,184.3,4,65.7,9.17
5453,17584.0,16.9,3,72.2,-2.12
5454,32333.0,37.3,2,74.0,9.75
5455,24993.0,66.5,5,56.7,0.48
5456,17729.0,15.8,5,50.2,9.61
5457,13933.0,26.1,1,70.4,6.04
5458,14217.0,10.8,2,80.8,-5.76
5459,3249.0,15.4,2,59.4,4.33
5460,6297.0,11.3,3,60.1,5.65
5461,7916.0,38.9,6,59.9,-2.17
5462,24427.0,43.6,5,69.4,3.12
5463,22782.0,30.2,3,76.9,12.53
5464,14303.0,78.4,1,54.0,15.29
5465,3421.0,84.6,3,70.6,4.73
5466,14430.0,36.4,5,82.7,-16.34
5467,34283.0,32.0,3,72.6,10.93
5468,24510.0,31.0,3,56.1,20.75
5469,22429.0,27.8,3,47.9,2.07
5470,9835.0,80.5,5,65.9,-3.57
5471,6964.0,42.2,5,81.7,6.91
5472,18063.0,29.9,3,75.1,6.08
5473,32017.0,31.9,5,82.8,12.14
5474,11633.0,50.9,3,61.1,-1.48
5475,19752.0,28.8,3,66.3,19.94
5476,33104.0,44.2,7,55.8,12.44
5477,7040.0,35.8,4,72.2,-4.94
5478,10986.0,83.0,6,63.2,13.55
5479,3021.0,73.8,2,56.1,3.05
5480,5825.0,15.5,2,60.9,10.46
5481,1765.0,33.2,5,72.4,7.5
5482,11948.0,56.3,2,76.2,4.69
5483,28542.0,27.9,8,75.1,7.06
5484,19505.0,59.8,5,93.7,0.4
5485,15578.0,44.9,2,74.8,-2.42
5486,19325.0,52.4,1,54.7,2.09
5487,3571.0,35.3,1,78.7,1.65
5488,5408.0,44.0,4,55.6,7.74
5489,18332.0,50.3,1,52.6,5.91
5490,7927.0,15.1,2,74.5,-10.39
5491,8072.0,21.1,2,58.8,11.74
5492,11700.0,19.8,2,66.0,3.81
5493,6187.0,101.3,5,59.8,11.93
5494,14149.0,44.0,2,63.6,10.35
5495,53244.0,45.9,5,45.1,6.67
5496,14653.0,40.7,2,76.7,9.32
5497,9984.0,26.8,1,80.6,-8.69
5498,20122.0,23.4,2,63.1,18.19
5499,17865.0,61.2,5,81.0,21.67
5500,1816.0,29.3,3,76.3,9.97
5501,54280.0,95.2,5,80.4,-0.39
5502,12756.0,41.3,3,83.8,10.51
5503,4022.0,38.8,5,51.3,1.22
5504,24466.0,32.1,1,75.9,18.92
5505,22747.0,35.1,3,64.4,0.32
5506,56476.0,37.5,3,75.2,-6.17
5507,3633.0,92.0,5,62.9,-3.15
5508,34218.0,150.3,1,90.9,-2.39
5509,27367.0,18.3,7,86.1,10.77
5510,4456.0,42.8,5,66.0,3.88
5511,36983.0,56.3,2,71.5,6.79
5512,9300.0,21.3,5,69.0,1.24
5513,4536.0,25.1,4,69.3,16.16
5514,20299.0,27.9,3,77.4,4.45
5515,3328.0,8.6,1,54.6,6.3
5516,13517.0,54.4,3,49.2,18.48
5517,13090.0,35.7,1,79.7,7.02
5518,20447.0,34.8,1,70.4,-0.36
5519,15799.0,38.6,5,60.8,2.14
5520,17853.0,42.7,2,58.1,14.58
5521,1247.0,148.3,4,48.5,7.77
5522,10786.0,41.0,6,62.9,-2.61
5523,11728.0,60.8,5,45.5,14.89
5524,15641.0,26.9,5,67.9,-8.76
5525,9230.0,45.5,4,69.6,-14.97
5526,42855.0,30.5,1,58.1,-4.48
5527,10108.0,33.6,6,78.3,-12.67
5528,17656.0,21.4,9,75.1,2.57
5529,22960.0,22.5,3,68.4,4.64
5530,16645.0,48.5,3,57.0,1.92
5531,5367.0,57.7,2,58.1,-0.83
5532,9943.0,48.6,4,54.5,-5.16
5533,16526.0,24.6,3,42.3,12.66
5534,7261.0,44.6,3,65.8,-13.34
5535,22303.0,8.0,4,74.5,10.85
5536,15848.0,65.1,3,47.4,6.62
5537,15682.0,36.1,4,69.9,3.67
5538,3620.0,43.4,7,62.6,8.32
5539,11605.0,74.4,1,66.9,-9.7
5540,9373.0,28.6,2,74.1,13.09
5541,21895.0,65.8,2,76.5,8.87
5542,7991.0,28.4,7,57.2,14.3
5543,10620.0,51.3,3,74.4,-14.26
5544,10075.0,29.0,3,60.3,6.54
5545,25932.0,44.4,2,34.5,3.07
5546,5534.0,88.7,3,89.8,-16.44
5547,7630.0,25.0,5,65.7,1.24
5548,4546.0,25.7,4,61.4,4.73
5549,21843.0,30.4,0,81.4,-2.84
5550,5947.0,44.4,3,70.7,7.69
5551,14659.0,194.1,3,58.5,9.32
5552,23982.0,26.2,1,67.8,0.2
5553,3831.0,10.9,3,69.1,1.11
5554,16653.0,25.1,2,62.8,11.15
5555,16744.0,14.3,5,36.5,-4.6
5556,10300.0,26.6,2,67.0,8.73
5557,27095.0,37.6,4,53.8,16.18
5558,17317.0,20.9,3,52.5,3.94
5559,22112.0,24.7,4,65.7,7.59
5560,34117.0,12.1,3,91.1,4.46
5561,25633.0,41.5,2,50.7,11.62
5562,24134.0,23.7,2,68.8,-9.31
5563,8605.0,71.6,4,47.2,-11.13
5564,18134.0,70.1,4,45.7,-3.49
5565,12099.0,22.1,4,60.7,-1.33
5566,15858.0,29.8,3,76.2,12.95
5567,19790.0,38.5,5,68.5,16.54
5568,10628.0,58.9,1,68.5,9.44
5569,8942.0,13.6,2,79.8,15.44
5570,7143.0,35.8,1,71.0,0.54
5571,13558.0,114.6,3,58.0,-0.63
5572,14057.0,35.4,1,53.6,-9.65
5573,4861.0,42.7,5,61.4,14.63
5574,3018.0,37.4,2,69.3,9.01
5575,15095.0,18.3,2,61.1,3.81
5576,15566.0,66.3,3,62.2,-7.96
5577,4414.0,44.0,4,58.3,-5.02
5578,9810.0,41.3,4,55.3,8.54
5579,11493.0,58.0,2,50.6,4.08
5580,32496.0,60.2,4,55.4,14.01
5581,39714.0,12.0,4,86.5,5.81
5582,7909.0,50.1,4,78.1,-2.19
5583,18591.0,26.4,0,81.8,-6.5
5584,24992.0,41.3,2,66.5,4.08
5585,40429.0,24.4,3,63.6,18.82
5586,4141.0,22.3,4,74.9,21.95
5587,9720.0,66.7,4,60.5,-2.52
5588,17635.0,37.4,2,78.9,8.73
5589,10034.0,31.8,1,66.7,-2.4
5590,10613.0,31.7,4,74.7,6.46
5591,2151.0,39.6,4,55.7,-21.36
5592,3231.0,37.3,1,87.0,-1.6
5593,7795.0,9.1,3,67.6,-12.18
5594,5176.0,22.3,3,73.2,17.16
5595,11065.0,32.8,2,56.1,0.56
5596,58164.0,59.2,3,56.8,8.23
5597,7601.0,85.8,3,73.6,4.36
5598,10802.0,21.6,3,45.3,-7.97
5599,3025.0,121.5,2,80.1,9.65
5600,4301.0,40.2,5,57.9,13.8
5601,17308.0,51.0,4,76.8,6.09
5602,18255.0,27.6,3,57.2,9.04
5603,24524.0,26.5,6,64.6,14.08
5604,17186.0,90.4,1,66.1,9.24
5605,10360.0,33.5,2,76.2,3.02
5606,20610.0,35.9,3,54.8,-10.57
5607,6033.0,76.7,7,71.8,-3.54
5608,23933.0,107.8,4,68.7,-2.77
5609,968.0,15.5,4,74.5,10.92
5610,47977.0,34.2,5,55.0,16.18
5611,8217.0,38.1,5,65.2,4.35
5612,19185.0,114.3,6,56.2,13.09
5613,13594.0,169.3,0,60.5,-17.36
5614,22599.0,37.3,5,78.0,6.68
5615,3726.0,48.2,4,79.4,-6.43
5616,16184.0,64.9,1,53.9,12.66
5617,19371.0,77.1,4,63.2,15.57
5618,19598.0,31.9,4,64.2,14.37
5619,3640.0,64.7,4,53.7,11.45
5620,33450.0,25.4,7,60.4,14.58
5621,12871.0,7.7,3,52.2,20.51
5622,34309.0,16.9,2,71.8,-0.26
